id,VillageName
1041,Bichhua Khurd
1042,Kohliya
1043,Patniya
1044,Bilawar Khurd
1045,Umradi
1046,Bilawar Kalan
1047,Muari
1048,Karan Pipariya
1049,Khamra Kalan
1050,Goodum
1051,Kota Khari
1052,Belkhedi
1053,Mohriya
1054,Morkund
1055,Taterwada
1056,Kewlari
1057,Rechhera
1058,Dhawasiya
1059,Dorli
1060,Manduwa
1061,Aliwada
1062,Garadei
1063,Chikhalmou
1064,Junnor Bi.
1065,Junnordawami
1066,Ghutti
1067,Umariya Purali
1068,Jamkunda
1069,Najarpur
1070,Khajriphulsa
1071,Chatuwa
1072,Dhadhara
1073,Khairwani
1074,Khapaswami(Sarekhadhana)
1075,Datlawadi
1076,Chetuwa Newegaon
1077,Nolakhapa
1078,Bhichwadansa
1079,Naketiya
1080,Kari
1081,Burikda
1082,Burikhurd
1083,Kelmundi
1084,Koket
1085,Kohniya Ryt.
1086,Bhadri
1087,Kalimati
1088,Imarti Kheda
1089,Kanhan
1090,Padhar
1091,Tekapar
1092,Panara (Ct)
1093,Pal Chaurai (Ct)
1094,Umardoh
1095,Kundai
1096,Rahap
1097,Dhagadiya Mal
1098,Dhagadiya Ryt.
1099,Bichhuwa Baitul
1100,Hirawadi
1101,Dodia
1102,Rajola Ryt.
1103,Pandhri Khapa
1104,Parasia Baitul
1105,Maini Khapa Mal
1106,Maini Khapa Ryt.
1107,Chhura Boha
1108,Kohat Mal
1109,Rajola Mal
1110,Chourai
1111,Kohat Ryt.
1112,Tikadi
1113,Sangam
1114,Deep
1115,Bhawari Ryt.
1116,Bijagora
1117,Mehlari Bakol
1118,Mohgaon Narajee
1119,Belkheda
1120,Mujawar Mal.
1121,Matia Doh
1122,Bhudhena
1123,Lawa Ghoghri
1124,Govindwari Mal
1125,Govindwari Ryt.
1126,Machhera
1127,Pardhan Ghoghari
1128,Junapani Ryt.
1129,Junapani Mal
1130,Donger Temni
1131,Temni Khurd
1132,Salaiya Kalan
1133,Saori
1134,Temni Kalan
1135,Gubrel
1136,Hatlewa
1137,Pathra Khokar
1138,Shankarpur
1139,Kalkot
1140,Ambamali
1141,Jhala Kuhi
1142,Palakheda
1143,Sonmau
1144,Khari
1145,Shakkar Jhiree
1146,Kalathuni
1147,Deogarh
1148,Lohangi
1149,Singpur
1150,Saroth
1151,Mahalpur
1152,Satnoor
1153,Chhabri
1154,Sohagpur
1155,Khapaniyar Sohagpur
1156,Rajada
1157,Jarond
1158,Bhortalai
1159,Badnoor
1160,Salaiya Khurd
1161,Karla Kalan
1162,Patniya
1163,Paunar
1164,Bhairopur
1165,Badiwara
1166,Bhutai
1167,Baheriya
1168,Satoti
1169,Narsala
1170,Pathrashivlal
1171,Tikari
1172,Khunajhir Khurd
1173,Tiwara Kamath
1174,Khairwada
1175,Banda Boh
1176,Narangi
1177,Pathranisf
1178,Bihdrai
1179,Bhandkhapa
1180,Dundaseoni
1181,Beesapur Kalan
1182,Goreghat
1183,Gadarwada
1184,Lendaghondi
1185,Lonia
1186,Arjunwadi
1187,Kukada Chiman
1188,Shikarpur
1189,Paunari
1190,Jaitpur Khurd
1191,Linga
1192,Devardha
1193,Khunajhir Kalan
1194,Salimeta
1195,Badgona Joshi
1196,Palamau
1197,Kodamau
1198,Bhajipani Khurd
1199,Buchnai
1200,Pathranai
1201,Sarora
1202,Chikhali Kalan
1203,Bisapur Khurd
1204,Lalgadua
1205,Anjani
1206,Simariya Kalan
1207,Gonawadi Fakeer
1208,Umariya Dalel
1209,Jam
1210,Rajoli
1211,Rajegaon
1212,Khapanear Rajegaon
1213,Kamthi
1214,Chargaon Karbal
1215,Nawegaon Udasi
1216,Mohkheda
1217,Mau
1218,Khedi
1219,Gadhmau
1220,Mardai Kalan
1221,Urdhan
1222,Ambajhiri
1223,Sillewani
1224,Banda
1225,Bhairopani
1226,Jamuniya Mal
1227,Jamuniya Badi
1228,Rangari Talab
1229,Lans
1230,Ghoghari
1231,Tinkuhi
1232,Tansara Mal
1233,Tansara Ryt.
1234,Tara
1235,Bothiya
1236,Kukadi Khapa
1237,Gwara
1238,Umariya
1239,Sirkuhi
1240,Karer
1241,Bhandar
1242,Futera Mal
1243,Futera Raiyatwari
1244,Gorakhpur
1245,Hiwara Wasudeo
1246,Ekalbihari
1247,Adwar
1248,Turki Khapa
1249,Gohjar
1250,Sarngbihari
1251,Jhiriya
1252,Pindrai Khurd
1253,Kukada Kirar
1254,Partalai
1255,Jamuniya Madho
1256,Kundali Khurd
1257,Raipura
1258,Bamla
1259,Kekada
1260,Nawalgaon
1261,Bodi
1262,Nishan Daryao
1263,Thaori Khurd
1264,Jakhawadi
1265,Murmari
1266,Bhaurar Khapa
1267,Chhipanala
1268,Chindboh
1269,Badgona
1270,Bargaon
1271,Pipalgaon
1272,Mehlari
1273,Vijaygarh
1274,Kusumdhana
1275,Pipariya
1276,Totkadei
1277,Najarpur Ryt.
1278,Salai
1279,Dighori
1280,Narsala
1281,Pathara
1282,Mundi Dhana Ryt.
1283,Jamlapani
1284,Lonadei Mal
1285,Kaudiya
1286,Ghogara Ryt.
1287,Pathai
1288,Sonpathar
1289,Dholankhapa
1290,Bamla
1291,Lonadei Ryt.
1292,Chiman Khapa
1293,Bhaisa Dongri Ryt.
1294,Karaghat Kamthi
1295,Chhindboh
1296,Barighat
1297,Palaspani
1298,Jamghat
1299,Chikhali Mukasa
1300,Chikri Ryt.(Viran Gram)
1301,Uttamdera Ryt.
1302,Uttamdera Mal.
1303,Dhanora
1304,Chhabdi
1305,Met
1306,Kundali
1307,Birolipar
1308,Sawajpani Mal.
1309,Sawajpani Ryt.
1310,Ambada Mal.
1311,Ghogri
1312,Raibasa
1313,Buchankhapa
1314,Bhajipani
1315,Pither Ryt.
1316,Bandhan
1317,Paunar Mal.
1318,Paunar Ryt.
1319,Nandanwadi Ryt.
1320,Nandanwadi Mal.
1321,Markawada
1322,Changoba
1323,Pither Mal.
1324,Sendurjana
1325,Rajdongri
1326,Deonala Ryt.
1327,Deonala Mal.
1328,Sirata
1329,Chatwa
1330,Temni
1331,Gaykhuri
1332,Lendaghondi
1333,Mangurli
1334,Ambada Alias Maini Dhana Ryt.
1335,Morghondi
1336,Lendhori
1337,Kamthi Kalan
1338,Dholan Khapa B.S.
1339,Duddewani
1340,Dholan Khapa Ryt.
1341,Sillewani
1342,Gadmau
1343,Khadki
1344,Bhuyari
1345,Belgaon Dawami
1346,Sawajpani
1347,Umara Makta
1348,Bhuli
1349,Markawada
1350,Kalapatha
1351,Bhimkhedi
1352,Khedidhan Bhoyarwar
1353,Umari Khurd
1354,Junewani
1355,Parsodi
1356,Ringankhapa
1357,Gorlikhapa
1358,Bhatewadi
1359,Piparpani
1360,Bichhawasani
1361,Borgaon
1362,Mandvi
1363,Mohi
1364,Teegaon
1365,Chikni
1366,Itawa
1367,Bichhuwa Kalan
1368,Kolikhapa
1369,Pandoni
1370,Ghudankhapa
1371,Pailepar
1372,Marood
1373,Wakora
1374,Khedi Pandewar
1375,Chichkheda
1376,Mohgaon
1377,Warjali
1378,Khedi Dhajjewar
1379,Ajangaon
1380,Khedikala
1381,Bhandargondi
1382,Borkhedi
1383,Godarikhapa
1384,Kamthi Khurd
1385,Deo Khapa
1386,Pandurna Kasba
1387,Ambakhapa
1388,Magajgaon
1389,Wadegaon
1390,Kalamgaon
1391,Heti
1392,Hardoli
1393,Bangaon
1394,Biroli
1395,Lavhana
1396,Jatlapur
1397,Linga Eletir
1398,Mohkhedi
1399,Rajora Kalan
1400,Khapar Kheda
1401,Joga
1402,Sonegaon
1403,Hiwara Prithwiram
1404,Umarikalan
1405,Ambada Khurd
1406,Chichghat
1407,Gujarkhedi
1408,Junapani Dawami No.1
1409,Junapani Mal.
1410,Dudha
1411,Rajora Khurd
1412,Junapani Dawami No.2
1413,Nandpur
1414,Pardi
1415,Nilkanth
1416,Dhawadi Khapa
1417,Mordongri
1418,Dadhimeta
1419,Malegaon
1420,Khairipaika
1421,Karvhar
1422,Kukadikhapa
1423,Langha
1424,Khapa Razadi
1425,Wadda Dawami
1426,Wadda Mal.
1427,Seoni
1428,Rajana
1429,Temni
1430,Ghogari
1431,Hiwarasenadwar
1432,Kondhar Mal.
1433,Chicholi
1434,Sitapar
1435,Kodhar Roadikheda
1436,Vagholi
1437,Ajangaon
1438,Boghiya
1439,Narayan Ghat
1440,More Ghat
1441,Borpani F.V.
1442,Govindpur
1443,Balapur F.V.
1444,Malapur
1445,Vada
1446,Ghogari Ryt.Wari
1447,Thawari Damodar
1448,Pipraj
1449,Bhajipani
1450,Darbai
1451,Lonikalan
1452,Likhawadi
1453,Khairi Kalan
1454,Seregaon Khurd
1455,Kirwari
1456,Belgaon
1457,Suthiya
1458,Sailakheda
1459,Kondra
1460,Lonapathar
1461,Budlapathar
1462,Pathakhuri
1463,Jamunbarra
1464,Pagara
1465,Kohka
1466,Tursi
1467,Damua
1468,Dhamniya
1469,Kari Dongri
1470,Paijanwadi
1471,Semartal
1472,Titra
1473,Buddi
1474,Duddi
1475,Dungariya
1476,Harra Het
1477,Paijanwada
1478,Pipariya
1479,Mainawadi
1480,Parasia Gauli
1481,Barariya
1482,Mayawadi
1483,Sirgori Khurd
1484,Nawegaon
1485,Rawanwada
1486,Harrai
1487,Khamra Jethu
1488,Khirsadoh Ryt.
1489,Dhala
1490,Kanha Bhainsa Ryt.
1491,Barur
1492,Khairi Ojha
1493,Deori
1494,Bichhuwa Pathar
1495,Chhinda
1496,Kukar Munda
1497,Ghaliwada
1498,Pindari
1499,Mandla
1500,Mandli
1501,Haran Bhatta
1502,Lohangi
1503,Tendukheda
1504,Palatwada
1505,Payali
1506,Jamunia Pathar
1507,Urdhan
1508,Toomdi
1509,Neharia
1510,Bhokai
1511,Balkachhar
1512,Bagbardhiya
1513,Thawari Doma
1514,Sawla Dhana
1515,Jhurre Mal
1516,Jhurre Ryt.
1517,Mathni
1518,Sirgori Kalan
1519,Thesgora
1520,Pandhrapani
1521,Sahpani
1522,Barangateli
1523,Kharichetu
1524,Phutara
1525,Bijori Fulla
1526,Biskhan
1527,Chhitari
1528,Charai Kalan
1529,Bhamodi
1530,Jatachhapar
1531,Shankarpur
1532,Jobnala
1533,Lohari
1534,Shivpur
1535,Junapani
1536,Sethiya (Ct)
1537,Dighawani (Ct)
1538,Sirgora (Ct)
1539,Iklehra (Ct)
1540,Ambada (Ct)
1541,Khapa
1542,Jobani
1543,Baradevi
1544,Silora
1545,Khutamba
1546,Pipla Kanhan
1547,Dukarjhela
1548,Ghoghari
1549,Koparawadi Khurd
1550,Palaspani
1551,Ranpeth Dawami
1552,Ranpeth Mal
1553,Nauthal
1554,Suriya Buriya
1555,Sitapar
1556,Pangdi
1557,Ramakona
1558,Bichhawi
1559,Alesur
1560,Ghadela (Bisala)
1561,Ghadela Malaujan
1562,Devo Bhagakta
1563,Bichuwa Baggu
1564,Khayrinbadosa
1565,Utekata
1566,Haranberdi
1567,Karli
1568,Mendhepathar
1569,Khandseoni
1570,Bargabodi
1571,Kuddam
1572,Rohna
1573,Kajalwani
1574,Ghogri No.2
1575,Rampuri
1576,Karmakadi
1577,Jirola
1578,Nimni
1579,Sayra
1580,Wadegaon
1581,Bhudkum
1582,Ghoti
1583,Khatgal
1584,Partapur
1585,Khedijasodi
1586,Kadhiya No.1
1587,Gujarkhedi
1588,Marram
1589,Jamalapani No.1
1590,Bhumma
1591,Dewli
1592,Khairipanthawali
1593,Sarkikhapa
1594,Nandewani
1595,Ambakhapa
1596,Mungnapar
1597,Chikhali
1598,Panchalkhapa
1599,Kondhar Ryt.
1600,Kondhar Dawami
1601,Razhadipipla
1602,Sawangi
1603,Pandhara Khedi
1604,Chhattrapur
1605,Kanhargaon
1606,Banabakoda
1607,Pindrai
1608,Chirkutaghondi
1609,Maherakhapa
1610,Mohgaon
1611,Singpur
1612,Koprawadi Kalan
1613,Ghogharikhapa
1614,Jakhiwara
1615,Jam
1616,Belgaon
1617,Sawli No.1
1618,Berdi
1619,Jamthi
1620,Waghora
1621,Hiwara Khanderaywar
1622,Hiwari
1623,Lodhikheda
1624,Dhotki
1625,Jamalpani No.2
1626,Gangatwara
1627,Ridhora
1628,Semra
1629,Dhokdoh
1630,Chhindewani Dhadi
1631,Sitapar
1632,Dhoda Borgaon(Bisala)
1633,Dhoda Borgaon Mal.
1634,Dhoda Borgaon No.2
1635,Saykheda
1636,Khaparkheda
1637,Yalkapar
1638,Tinkheda
1639,Gowariwadhona
1640,Gondiwadhona
1641,Paradsinga
1642,Satnoor
1643,Khapa Karimwar
1644,Kodadongri Dawami
1645,Kodadongri Mal.
1646,Kodadongri B1
1647,Kodadongri B2
1648,Dudhala Khurd
1649,Sawanga
1650,Dudhalakala
1651,Lohani
1652,Malegaon
1653,Khapa Padriwar
1654,Khairitaygaon
1655,Bramhan Pipla
1656,Kabarpipla
1657,Palora
1658,Sangam
1659,Razhadi Borgaon
1660,Mehndi
1661,Mogra
1662,Chichghat
1663,Pareghat
1664,Ambari
1665,Mathni
1666,Rangari
1667,Sarra Sawari
1668,Kondasawari
1669,Mangurli
1670,Sawarni Dawami
1671,Sardoni Ryt.
1672,Bhivadoni
1673,Bairagarh
1674,Bhilapar
1675,Ramudhana F.V.
1676,Nandudhana F.V.
1677,Amla F.V.
1678,Gajandoh F.V.
1679,Jobandera F.V.
1680,Pipalgaon F.V.
1681,Bhudkum F.V.
1682,Borgaon (Ct)
1683,Sabarvani
1684,Sahawan
1685,Tapervani
1686,Deokhoh
1687,Mahuljhir
1688,Manakwada
1689,Purtla
1690,Karer
1691,Khanchari
1692,Jhirpa
1693,Panjora
1694,Kohpani
1695,Vasanghati
1696,Kararkheda
1697,Jamunghati
1698,Raini Kheda
1699,Nazarpur Kamthi
1700,Bhimkhedi
1701,Kheri Regadhana
1702,Bamahori Khurd
1703,Khuniya
1704,Bandhi Bodal Kachhar
1705,Anhoni
1706,Jamuniya
1707,Tekapar
1708,Pathai
1709,Paudi Kheda (Viran)
1710,Dharakpani
1711,Mirakota
1712,Kurangla
1713,Dehgaon Kalan
1714,Keolari
1715,Khapa Sani
1716,Chawalpani
1717,Pipariya Sani
1718,Dehgaon Khurd
1719,Dholpur
1720,Manegaon
1721,Khamtra
1722,Paundi
1723,Jhamar
1724,Buddigar Gajgarh
1725,Pindrai Khurd
1726,Harakpura
1727,Dongargaon
1728,Makarkund
1729,Chargaon Khurd
1730,Pindrai
1731,Purtala
1732,Singhodi
1733,Bamhni
1734,Koshmi
1735,Dahiyar
1736,Chakhla
1737,Bodal Kachhar
1738,Gudhi Birdha
1739,Golan Ghati
1740,Samardoh
1741,Karadund
1742,Jamundar
1743,Dalel
1744,Pipariya
1745,Rajola
1746,Kapoornala
1747,Godalpani Urf Pipardar
1748,Gotikheda
1749,Dundi Bhajipani
1750,Chopna Bhajipani
1751,Kiraimau
1752,Nawalgaon
1753,Jamun Kheda
1754,Karaghati
1755,Piperpani
1756,Piper Jhela
1757,Pukhara Ghoghari
1758,Khuna Jhiri
1759,Sitadongri
1760,Delakhari
1761,Dhoukheda
1762,Mugaria
1763,Dauriya Kheda
1764,Pratapgarh Badla
1765,Umariya
1766,Khapa Khurd
1767,Sahradhana
1768,Shrijhot
1769,Jamundhonga
1770,Nishan
1771,Belkhedi
1772,Kursidhana
1773,Bhandi
1774,Mugasiya
1775,Bangai
1776,Harasdiwari
1777,Markadhana
1778,Kankhedi
1779,Dhagdiya
1780,Muttor
1781,Dhobiwada
1782,Gonawadi
1783,Khutti Alias Kua
1784,Bijadhana
1785,Dhusawani
1786,Itawa
1787,Jhilpipariya
1788,Dundisikhar
1789,Tamia
1790,Jamuniya Khurd
1791,Rajdhari
1792,Dob
1793,Hirri
1794,Kundali
1795,Dhurwa Dhana
1796,Sajkuhi
1797,Khamra Jethu
1798,Mankadei
1799,Kajra
1800,Lahgadua
1801,Jaitpur
1802,Aliwada
1803,Khadua
1804,Pandupipariya
1805,Junapani
1806,Dulania
1807,Linga
1808,Gudhichhatri
1809,Ghatlinga
1810,Bhodiyapani
1811,Bakhari
1812,Bijori
1813,Bans Dongri
1814,Bamhori Kalan
1815,Amdhana
1816,Satalba
1817,Karrapani
1818,Palanigel Dubba
1819,Ghanasal Dhana Kodia
1820,Dhurni Malni Domni
1821,Sehrapachgol Khamarpur
1822,Jadmadal Harra Kachhar
1823,Dorli Khamarpani
1824,Supli
1825,Supdongar
1826,Jhiran
1827,Dhodramau
1828,Supdongari
1829,Palani Sani
1830,Chuntipur Sani
1831,Dabak Kundi
1832,Chimtipur
1833,Sukhabhand Harmau
1834,Ghogharigunja Dongari
1835,Kare Amrated
1836,Sidauli
1837,Bijadhana
1838,Dhana Kheda
1839,Kathotiya
1840,Chhindi
1841,Dhodamuar
1842,Umarbah
1843,Banki
1844,Moar Kalan
1845,Jogimuar
1846,Ghatamali
1847,Mordhana
1848,Batra
1849,Dongra
1850,Lotiya
1851,Bamdi
1852,Kumdi
1853,Jhirpani
1854,Nagri
1855,Mankadevri
1856,Pitlimal
1857,Pitli Rayatwari
1858,Chopna
1859,Chauradongri
1860,Babai Pathar
1861,Mohlimata Rayatwari
1862,Mohlimata Mal
1863,Bijorikalan Rayatwari
1864,Bijori Pathar
1865,Bijori Khurd
1866,Bhaismunda
1867,Lakda
1868,Khireti Mal
1869,Khiret Ryt.
1870,Khulsan
1871,Hirripathar
1872,Richhgaon
1873,Sonpur
1874,Kothar
1875,Bijori Khurd Marram
1876,Khara Pindrai (Bijari Ryt.)
1877,Khara Pindari Alis Chhabad
1878,Sindarai Guraiyathar
1879,Sindarai Ryt.
1880,Mendhamal Khapa
1881,Sajwah
1882,Pathar Punji
1883,Ambajhiri Ryt.
1884,Dabak
1885,Mendaki
1886,Khukariya Malagujar
1887,Khukariya Ryt.
1888,Setparas
1889,Itawa
1890,Tandi Ryt.
1891,Kara Bohe
1892,Jamtara
1893,Heerawadi
1894,More Dongri Khurd
1895,More Dongri Kalan
1896,Chandameta Kalan
1897,Khajari Antu
1898,Pachdhar
1899,Thawari Bapu
1900,Bhooli
1901,Gularkhapa Mal
1902,Gularkhapa Ryt.
1903,Nemkuhi
1904,Dongar Khapa Ryt.Wari
1905,Dongar Khapa Mal
1906,Chandametta Ryt.Wari
1907,Umreth
1908,Kachram
1909,Bijakwada
1910,Moyari
1911,Siladehi
1912,Nagalwadi
1913,Gajandohe
1914,Bijori Gumai
1915,Kosmi
1916,Gulba
1917,Ridhora Mal
1918,Chhabdi Khurd
1919,Ridhora Ryt.
1920,Patha
1921,Sonapipari
1922,Chhabdi Kalan
1923,Damua Ryt.
1924,Mankadei Ryt.
1925,Gorpani
1926,Jamunia Jethu
1927,Gorpani Ryt.
1928,Bichhiya Ghati
1929,Dholan Khapa
1930,Gaigohan
1931,Satnoor
1932,Masool
1933,Baranga Khurd
1934,Munga
1935,Siregaon Kalan
1936,Marai
1937,Bijagora
1938,Mothar
1939,Dhabera
1940,Saliwada
1941,Mania Khapa
1942,Kundali Kalan
1943,Mankadei Khurd
1944,Kundali Khurd
1945,Bhawada
1946,Khanswada
1947,Paili
1948,Damua
1949,Tinsai
1950,Chargaon
1951,Mandai Mal
1952,Mandai Ryt.
1953,Jhanki
1954,Mankadei Kalan
1955,Patpada
1956,Domari
1957,Kanhargaon
1958,Tighara
1959,Mujawar Pashchim Ryt.
1960,Mujawar Purwee Ryt.
1961,Aptara
1962,Talpipariya
1963,Karla Khurd
1964,Mal Pipariya
1965,Ghagar Talai
1966,Tigaee
1967,Musadei
1968,Pura
1969,Parsoli
1970,Harna Khedi
1971,Jaithari
1972,Umaria Ojhi
1973,Chopan Tekri
1974,Pathakheda
